,date,gateway,chain,relays,relays_norm
1301,2022-07-10,ap-northeast-2,0021,284575,0.0030995004617093
1350,2022-07-10,us-east-2,0005,401743,0.009387955399716546
1349,2022-07-10,us-east-1,0005,7096268,0.16582603178757496
1348,2022-07-10,eu-west-3,0005,3148928,0.07358434526779215
1347,2022-07-10,eu-west-2,0005,2533975,0.05921408533315262
1346,2022-07-10,eu-west-1,0005,59212,0.0013836696971148623
1345,2022-07-10,eu-south-1,0005,1406401,0.03286486600168951
1344,2022-07-10,eu-north-1,0005,489465,0.011437848549252281
1343,2022-07-10,eu-central-1,0005,15098413,0.3528206536280669
1342,2022-07-10,ca-central-1,0005,432794,0.010113557098107304
1341,2022-07-10,ap-southeast-1,0005,5375599,0.12561733162434904
1340,2022-07-10,ap-northeast-2,0005,230251,0.005380519682334563
1339,2022-07-10,ap-east-1,0005,1844350,0.04309888546027488
1337,2022-07-10,us-east-2,03DF,587520,0.08866815754897259
1336,2022-07-10,us-east-1,03DF,864046,0.13040129162847147
1335,2022-07-10,eu-west-3,03DF,300320,0.04532410994537624
1334,2022-07-10,eu-west-2,03DF,66679,0.010063153726184543
1333,2022-07-10,eu-west-1,03DF,37806,0.00570565829979653
1332,2022-07-10,eu-south-1,03DF,219720,0.033160007449380885
1331,2022-07-10,eu-north-1,03DF,61212,0.009238077443980988
1330,2022-07-10,eu-central-1,03DF,2078708,0.3137173346308376
1329,2022-07-10,ca-central-1,03DF,64823,0.009783047346127876
1328,2022-07-10,ap-southeast-1,03DF,167641,0.025300276755969693
1326,2022-07-10,ap-east-1,03DF,52829,0.007972920232765987
1300,2022-07-10,ap-east-1,0021,3964598,0.04318114146180012
1351,2022-07-10,us-west-2,0005,116979,0.002733572544396397
1298,2022-07-10,us-east-2,0049,793694,0.03233319649570192
1270,2022-07-10,eu-west-3,0040,11258311,0.03664981671317057
1269,2022-07-10,eu-west-2,0040,10165933,0.03309373681082112
1268,2022-07-10,eu-west-1,0040,781624,0.0025444648259064116
1267,2022-07-10,eu-south-1,0040,9981528,0.03249343278200256
1266,2022-07-10,eu-north-1,0040,6512580,0.021200770109287302
1265,2022-07-10,eu-central-1,0040,83016145,0.2702471532793855
1264,2022-07-10,ca-central-1,0040,10781642,0.03509808915094119
1263,2022-07-10,ap-southeast-1,0040,11768881,0.038311904118576545
1262,2022-07-10,ap-northeast-2,0040,289619,0.0009428131152756172
1261,2022-07-10,ap-east-1,0040,9826788,0.03198969890591795
1260,2022-07-10,us-west-2,0009,4247191,0.0213963805682609
1259,2022-07-10,us-east-2,0009,4055458,0.020430473399147393
1258,2022-07-10,us-east-1,0009,31469809,0.15853772758853604
1257,2022-07-10,eu-west-3,0009,7723476,0.03890911235351305
1256,2022-07-10,eu-west-2,0009,4675358,0.02355338835970955
1255,2022-07-10,eu-west-1,0009,307663,0.0015499360953564023
1254,2022-07-10,eu-south-1,0009,1514430,0.007629353288795195
1253,2022-07-10,eu-north-1,0009,12298072,0.06195488471506779
1252,2022-07-10,eu-central-1,0009,32531021,0.1638838718555599
1251,2022-07-10,ca-central-1,0009,2039575,0.010274914148553886
1250,2022-07-10,ap-southeast-1,0009,36471497,0.1837350921364699
1249,2022-07-10,ap-northeast-2,0009,733554,0.0036954779173741085
1248,2022-07-10,ap-east-1,0009,20346711,0.1025020941766971
1271,2022-07-10,us-east-1,0040,39865152,0.12977528459132862
1272,2022-07-10,us-east-2,0040,25013087,0.0814265171730102
1299,2022-07-10,us-west-2,0049,1198009,0.04880402321375663
1274,2022-07-10,ap-east-1,0004,3370362,0.09189410377508965
1273,2022-07-10,us-west-2,0040,11329041,0.03688006808356908
1297,2022-07-10,us-east-1,0049,4268615,0.1738931723806664
1296,2022-07-10,eu-west-3,0049,950284,0.03871229881884152
1295,2022-07-10,eu-west-2,0049,1944182,0.07920132775276964
1294,2022-07-10,eu-west-1,0049,264960,0.010793837100319746
1293,2022-07-10,eu-south-1,0049,231153,0.009416620724827181
1292,2022-07-10,eu-north-1,0049,498278,0.02029865475042694
1290,2022-07-10,ca-central-1,0049,433216,0.01764818437972569
1289,2022-07-10,ap-southeast-1,0049,3376809,0.1375631275094113
1288,2022-07-10,ap-northeast-2,0049,55924,0.0022782100920828857
1287,2022-07-10,ap-east-1,0049,1377412,0.056112472629927614
1291,2022-07-10,eu-central-1,0049,2939974,0.11976751371971409
1285,2022-07-10,us-east-2,0004,294877,0.008039924981021952
1284,2022-07-10,us-east-1,0004,2878637,0.07848704893089013
1283,2022-07-10,eu-west-3,0004,1431936,0.03904223800983003
1282,2022-07-10,eu-west-2,0004,5171936,0.1410146516908635
1275,2022-07-10,ap-northeast-2,0004,238009,0.006489398986045211
1281,2022-07-10,eu-west-1,0004,296503,0.008084258442157075
1280,2022-07-10,eu-south-1,0004,23302,0.0006353372148650914
1279,2022-07-10,eu-north-1,0004,3401546,0.09274434648851995
1278,2022-07-10,eu-central-1,0004,20267602,0.5526032875578987
1277,2022-07-10,ca-central-1,0004,636604,0.017357231668181983
1276,2022-07-10,ap-southeast-1,0004,12872381,0.3509699894095923
1286,2022-07-10,us-west-2,0004,65296,0.001780318375325337
1420,2022-07-11,ca-central-1,0027,67553,0.0006783065392895354
1421,2022-07-11,eu-central-1,0027,4672550,0.04691754948199663
1422,2022-07-11,eu-north-1,0027,144462,0.0014505576255509729
1423,2022-07-11,eu-south-1,0027,200602,0.0020142650717889566
1428,2022-07-11,us-east-2,0027,170193,0.0017089252119269892
1425,2022-07-11,eu-west-2,0027,231963,0.0023291640604150596
1426,2022-07-11,eu-west-3,0027,641267,0.0064390271273012676
1427,2022-07-11,us-east-1,0027,1812917,0.018203683867321463
1419,2022-07-11,ap-southeast-1,0027,50852499,0.5106151112595231
1424,2022-07-11,eu-west-1,0027,800,8.032881314399484e-06
1418,2022-07-11,ap-northeast-2,0027,6573,6.600016109943475e-05
1406,2022-07-11,ap-southeast-1,0021,13992853,0.12959322654756572
1416,2022-07-11,us-west-2,0021,1029632,0.009535820396070994
1415,2022-07-11,us-east-2,0021,4161116,0.03853770553286742
1414,2022-07-11,us-east-1,0021,5786255,0.053588746703548226
1413,2022-07-11,eu-west-3,0021,1155515,0.01070167157291729
1412,2022-07-11,eu-west-2,0021,1454005,0.013466102971730875
1411,2022-07-11,eu-west-1,0021,213087,0.001973481166802877
1410,2022-07-11,eu-south-1,0021,617036,0.005714609174841168
1409,2022-07-11,eu-north-1,0021,2320599,0.021491965357819057
1408,2022-07-11,eu-central-1,0021,55390752,0.512995189228103
1407,2022-07-11,ca-central-1,0021,887589,0.008220305205673734
1429,2022-07-11,us-west-2,0027,344164,0.00345578570586123
1417,2022-07-11,ap-east-1,0027,5749806,0.05773438647352755
1430,2022-07-11,ap-east-1,03DF,53484,0.008444267895046294
1442,2022-07-11,us-west-2,03DF,384838,0.060759763072953145
1432,2022-07-11,ap-southeast-1,03DF,133613,0.021095354989544922
1405,2022-07-11,ap-northeast-2,0021,292589,0.002709779954261344
1455,2022-07-11,us-west-2,0005,107675,0.002623262263857671
1454,2022-07-11,us-east-2,0005,259132,0.006313175732138063
1453,2022-07-11,us-east-1,0005,6922598,0.16865372743214843
1452,2022-07-11,eu-west-3,0005,3153323,0.07682371239056848
1451,2022-07-11,eu-west-2,0005,2566072,0.06251664586897406
1450,2022-07-11,eu-west-1,0005,60376,0.0014709271645476734
1449,2022-07-11,eu-south-1,0005,1394463,0.03397299434637343
1448,2022-07-11,eu-north-1,0005,399004,0.00972084640193421
1447,2022-07-11,eu-central-1,0005,15302128,0.372802367672346
1446,2022-07-11,ca-central-1,0005,467048,0.01137858735834871
1445,2022-07-11,ap-southeast-1,0005,4988089,0.12152371156223399
1444,2022-07-11,ap-northeast-2,0005,184500,0.004494932785528119
1443,2022-07-11,ap-east-1,0005,1771436,0.04315710435699073
1441,2022-07-11,us-east-2,03DF,635819,0.10038564746018323
1440,2022-07-11,us-east-1,03DF,738298,0.1165654419709986
1439,2022-07-11,eu-west-3,03DF,322198,0.05086990926722246
1438,2022-07-11,eu-west-2,03DF,37214,0.00587549520316829
1437,2022-07-11,eu-west-1,03DF,39958,0.006308728901171562
1436,2022-07-11,eu-south-1,03DF,244721,0.03863753054265994
1435,2022-07-11,eu-north-1,03DF,124084,0.019590878346588222
1434,2022-07-11,eu-central-1,03DF,2034351,0.32119147476918936
1433,2022-07-11,ca-central-1,03DF,94775,0.01496345616919102
1431,2022-07-11,ap-northeast-2,03DF,8649,0.001365538722314251
1404,2022-07-11,ap-east-1,0021,3983417,0.036891966328412414
1403,2022-07-11,us-west-2,0049,1470314,0.05910953101256963
1402,2022-07-11,us-east-2,0049,986295,0.0396510098455448
1374,2022-07-11,eu-west-3,0040,11266798,0.03353375261286027
1373,2022-07-11,eu-west-2,0040,11885007,0.035373749004829286
1372,2022-07-11,eu-west-1,0040,730501,0.002174214876085205
1371,2022-07-11,eu-south-1,0040,10977535,0.03267280934556695
1370,2022-07-11,eu-north-1,0040,7886951,0.023474199475640806
1369,2022-07-11,eu-central-1,0040,88714892,0.2640451387700939
1368,2022-07-11,ca-central-1,0040,9562418,0.028460948673506178
1367,2022-07-11,ap-southeast-1,0040,14353378,0.04272044524192863
1366,2022-07-11,ap-northeast-2,0040,440766,0.0013118667792002634
1365,2022-07-11,ap-east-1,0040,10000483,0.02976477637489504
1375,2022-07-11,us-east-1,0040,55125859,0.16407296183684278
1364,2022-07-11,us-west-2,0009,4216233,0.02217237406604759
1362,2022-07-11,us-east-1,0009,30177864,0.1586996945193283
1361,2022-07-11,eu-west-3,0009,4635714,0.024378345521040637
1360,2022-07-11,eu-west-2,0009,4098395,0.021552686251072727
1359,2022-07-11,eu-west-1,0009,303225,0.0015946030796156853
1358,2022-07-11,eu-south-1,0009,2200468,0.01157184615185347
1357,2022-07-11,eu-north-1,0009,12879038,0.06772843155177653
1356,2022-07-11,eu-central-1,0009,31887919,0.16769255120763635
1355,2022-07-11,ca-central-1,0009,1364833,0.007177399307316728
1354,2022-07-11,ap-southeast-1,0009,38166975,0.20071292233362972
1353,2022-07-11,ap-northeast-2,0009,645554,0.003394846719294993
1363,2022-07-11,us-east-2,0009,4297230,0.022598322011103674
1376,2022-07-11,us-east-2,0040,25348164,0.07544459932326918
1352,2022-07-11,ap-east-1,0009,20782108,0.10928918597643919
1378,2022-07-11,ap-east-1,0004,2898659,0.09573896618157401
1401,2022-07-11,us-east-1,0049,4685565,0.1883689808292044
1400,2022-07-11,eu-west-3,0049,973771,0.03914752027365647
1399,2022-07-11,eu-west-2,0049,1808784,0.0727166944904556
1398,2022-07-11,eu-west-1,0049,247538,0.009951517218627763
1397,2022-07-11,eu-south-1,0049,277813,0.01116863210116683
1396,2022-07-11,eu-north-1,0049,521561,0.02096778382335122
1377,2022-07-11,us-west-2,0040,10566463,0.03144932182461613
1394,2022-07-11,ca-central-1,0049,524674,0.021092932580720144
1393,2022-07-11,ap-southeast-1,0049,3438955,0.1382527930927213
1392,2022-07-11,ap-northeast-2,0049,87362,0.00351212519796459
1391,2022-07-11,ap-east-1,0049,1536534,0.06177170599264352
1395,2022-07-11,eu-central-1,0049,2504782,0.10069719074206339
1389,2022-07-11,us-east-2,0004,362739,0.011980801071715567
1390,2022-07-11,us-west-2,0004,74742,0.002468631808827187
1380,2022-07-11,ap-southeast-1,0004,14974387,0.4945846788403884
1381,2022-07-11,ca-central-1,0004,290951,0.009609736070884896
1382,2022-07-11,eu-central-1,0004,25044450,0.8271858647692334
1383,2022-07-11,eu-north-1,0004,1856593,0.06132087094064774
1379,2022-07-11,ap-northeast-2,0004,238067,0.007863045795296645
1385,2022-07-11,eu-west-1,0004,294589,0.009729894516210326
1386,2022-07-11,eu-west-2,0004,3454773,0.11410669396159223
1387,2022-07-11,eu-west-3,0004,1097179,0.03623840651009077
1388,2022-07-11,us-east-1,0004,2218999,0.07329067345208476
1384,2022-07-11,eu-south-1,0004,40750,0.0013459199139668175
1531,2022-07-12,us-east-1,0027,1667714,0.017074288461851314
1530,2022-07-12,eu-west-3,0027,672888,0.006889121164970857
1529,2022-07-12,eu-west-2,0027,350338,0.0035868092917299165
1528,2022-07-12,eu-west-1,0027,2433,2.4909393233902365e-05
1527,2022-07-12,eu-south-1,0027,303508,0.003107357222209305
1526,2022-07-12,eu-north-1,0027,205650,0.0021054733738397127
1525,2022-07-12,eu-central-1,0027,4778537,0.048923328078813035
1524,2022-07-12,ca-central-1,0027,30278,0.0003099903856704052
1523,2022-07-12,ap-southeast-1,0027,48690136,0.4984964012479186
1522,2022-07-12,ap-northeast-2,0027,9214,9.433421671071779e-05
1510,2022-07-12,ap-southeast-1,0021,32801530,0.24763898378442709
1520,2022-07-12,us-west-2,0021,926863,0.006997460527828594
1519,2022-07-12,us-east-2,0021,7162285,0.05407250756213035
1518,2022-07-12,us-east-1,0021,8030606,0.060627998419985986
1517,2022-07-12,eu-west-3,0021,1313844,0.009919018808307626
1516,2022-07-12,eu-west-2,0021,1576542,0.011902288057095759
1515,2022-07-12,eu-west-1,0021,222555,0.0016802049793452675
1514,2022-07-12,eu-south-1,0021,765763,0.00578121725235726
1513,2022-07-12,eu-north-1,0021,3534429,0.026683584754071194
1512,2022-07-12,eu-central-1,0021,39411275,0.297540026049047
1511,2022-07-12,ca-central-1,0021,1101115,0.008312996364187569
1532,2022-07-12,us-east-2,0027,156843,0.0016057805026654126
1521,2022-07-12,ap-east-1,0027,5565408,0.056979423090466955
1533,2022-07-12,us-west-2,0027,451863,0.004626236397390393
1546,2022-07-12,us-west-2,03DF,406085,0.054410414385246124
1535,2022-07-12,ap-northeast-2,03DF,3451,0.00046239171612712704
1509,2022-07-12,ap-northeast-2,0021,316058,0.0023861168042142687
1558,2022-07-12,us-east-2,0005,347597,0.007829797298629041
1557,2022-07-12,us-east-1,0005,8494830,0.19135031943979075
1556,2022-07-12,eu-west-3,0005,3432636,0.07732185283525692
1555,2022-07-12,eu-west-2,0005,2526070,0.056900997598218234
1554,2022-07-12,eu-west-1,0005,65543,0.0014763890492266714
1553,2022-07-12,eu-south-1,0005,1342232,0.03023445106756806
1552,2022-07-12,eu-north-1,0005,805081,0.018134854555642215
1551,2022-07-12,eu-central-1,0005,15989494,0.3601713965530349
1550,2022-07-12,ca-central-1,0005,487926,0.01099077862217129
1549,2022-07-12,ap-southeast-1,0005,4402185,0.09916143183360411
1548,2022-07-12,ap-northeast-2,0005,188314,0.004241867589461443
1547,2022-07-12,ap-east-1,0005,1815848,0.040902889740478045
1545,2022-07-12,us-east-2,03DF,810596,0.1086099320561532
1544,2022-07-12,us-east-1,03DF,1026508,0.13753949456338016
1543,2022-07-12,eu-west-3,03DF,376535,0.05045107645086287
1542,2022-07-12,eu-west-2,03DF,84976,0.011385742819362141
1541,2022-07-12,eu-west-1,03DF,38393,0.005144191584256386
1540,2022-07-12,eu-south-1,03DF,190435,0.025515956667826554
1539,2022-07-12,eu-north-1,03DF,153245,0.020532952343639985
1538,2022-07-12,eu-central-1,03DF,2170907,0.2908749386503602
1537,2022-07-12,ca-central-1,03DF,114670,0.015364374989364722
1536,2022-07-12,ap-southeast-1,03DF,217219,0.02910468449302185
1534,2022-07-12,ap-east-1,03DF,18390,0.002464034673885212
1508,2022-07-12,ap-east-1,0021,4466928,0.03372359492249914
1559,2022-07-12,us-west-2,0005,77741,0.0017511551359554896
1506,2022-07-12,us-east-2,0049,1529973,0.049053382853116285
1478,2022-07-12,eu-west-3,0040,14014010,0.04047017741499164
1477,2022-07-12,eu-west-2,0040,11669765,0.0337003798299887
1476,2022-07-12,eu-west-1,0040,7507964,0.021681776672442102
1475,2022-07-12,eu-south-1,0040,10355135,0.029903942597885223
1474,2022-07-12,eu-north-1,0040,7964277,0.022999534264078404
1473,2022-07-12,eu-central-1,0040,90267015,0.2606764310694592
1472,2022-07-12,ca-central-1,0040,9312995,0.026894412085829118
1471,2022-07-12,ap-southeast-1,0040,11915104,0.03440887888606306
1470,2022-07-12,ap-northeast-2,0040,455898,0.001316559139257062
1469,2022-07-12,ap-east-1,0040,8972760,0.02591186884425945
1468,2022-07-12,us-west-2,0009,4291701,0.0204782173433717
1467,2022-07-12,us-east-2,0009,4354745,0.02077903716614023
1466,2022-07-12,us-east-1,0009,33098004,0.15792994888129108
1465,2022-07-12,eu-west-3,0009,4975416,0.02374062177716692
1464,2022-07-12,eu-west-2,0009,4680896,0.022335294478743793
1463,2022-07-12,eu-west-1,0009,319886,0.0015263633307869768
1462,2022-07-12,eu-south-1,0009,2167723,0.010343475170853171
1461,2022-07-12,eu-north-1,0009,13608046,0.06493195206436793
1460,2022-07-12,eu-central-1,0009,37698994,0.17988396506617438
1459,2022-07-12,ca-central-1,0009,1412441,0.006739582692897121
1458,2022-07-12,ap-southeast-1,0009,39169888,0.18690246123379214
1457,2022-07-12,ap-northeast-2,0009,622762,0.0029715619958596475
1456,2022-07-12,ap-east-1,0009,20498210,0.09780895722467041
1479,2022-07-12,us-east-1,0040,51321887,0.1482092471863623
1480,2022-07-12,us-east-2,0040,21568646,0.062286735218624066
1507,2022-07-12,us-west-2,0049,2287468,0.0733398848007463
1482,2022-07-12,ap-east-1,0004,2996000,0.08861517172783229
1505,2022-07-12,us-east-1,0049,6275506,0.20120276528737982
1504,2022-07-12,eu-west-3,0049,1041760,0.03340049276756023
1503,2022-07-12,eu-west-2,0049,1797414,0.057627969308968956
1502,2022-07-12,eu-west-1,0049,301167,0.009655895988834099
1501,2022-07-12,eu-south-1,0049,369412,0.011843939903864575
1500,2022-07-12,eu-north-1,0049,997039,0.03196666593886834
1481,2022-07-12,us-west-2,0040,9655389,0.0278831901676079
1498,2022-07-12,ca-central-1,0049,652287,0.020913365099325714
1497,2022-07-12,ap-southeast-1,0049,4265033,0.13674378347211036
1496,2022-07-12,ap-northeast-2,0049,108764,0.003487147899104324
1495,2022-07-12,ap-east-1,0049,1711821,0.054883720751284094
1499,2022-07-12,eu-central-1,0049,2830170,0.09073977942709062
1493,2022-07-12,us-east-2,0004,358838,0.010613648528862443
1494,2022-07-12,us-west-2,0004,68371,0.002022265656276242
1484,2022-07-12,ap-southeast-1,0004,17199747,0.5087311528972858
1485,2022-07-12,ca-central-1,0004,278941,0.00825046883075209
1486,2022-07-12,eu-central-1,0004,21092783,0.6238787008554411
1487,2022-07-12,eu-north-1,0004,1970934,0.05829594621970073
1483,2022-07-12,ap-northeast-2,0004,313026,0.00925862908720842
1489,2022-07-12,eu-west-1,0004,350785,0.010375458282559294
1490,2022-07-12,eu-west-2,0004,3632179,0.1074319645631596
1491,2022-07-12,eu-west-3,0004,1594291,0.047155664469004495
1492,2022-07-12,us-east-1,0004,2149637,0.06358159275951342
1488,2022-07-12,eu-south-1,0004,44795,0.0013249387909039544
1635,2022-07-13,us-east-1,0027,935828,0.009425322602430768
1634,2022-07-13,eu-west-3,0027,575288,0.005794093561324508
1633,2022-07-13,eu-west-2,0027,350847,0.0035336046357824598
1632,2022-07-13,eu-west-1,0027,225,2.266118972233063e-06
1631,2022-07-13,eu-south-1,0027,122366,0.001232426285138982
1630,2022-07-13,eu-north-1,0027,105659,0.0010641593977207698
1629,2022-07-13,eu-central-1,0027,3512259,0.035374207801317004
1628,2022-07-13,ca-central-1,0027,38114,0.00038387048225640427
1627,2022-07-13,ap-southeast-1,0027,30456084,0.30674271009921705
1626,2022-07-13,ap-northeast-2,0027,15643,0.00015755066258951912
1614,2022-07-13,ap-southeast-1,0021,19422893,0.1051065972272767
1624,2022-07-13,us-west-2,0021,507059,0.0027439396429494666
1623,2022-07-13,us-east-2,0021,2055507,0.011123335043180634
1622,2022-07-13,us-east-1,0021,5387353,0.02915355307225143
1621,2022-07-13,eu-west-3,0021,923429,0.004997117575172087
1620,2022-07-13,eu-west-2,0021,1082616,0.005858554843699411
1619,2022-07-13,eu-west-1,0021,155757,0.0008428758920892441
1618,2022-07-13,eu-south-1,0021,658614,0.0035640764960320594
1617,2022-07-13,eu-north-1,0021,2187689,0.011838635294008144
1616,2022-07-13,eu-central-1,0021,44087120,0.2385765686270637
1615,2022-07-13,ca-central-1,0021,574251,0.003107547807855445
1636,2022-07-13,us-east-2,0027,129968,0.0013089908914808298
1625,2022-07-13,ap-east-1,0027,3489837,0.03514838149200407
1637,2022-07-13,us-west-2,0027,322238,0.0032454650905530567
1650,2022-07-13,us-west-2,03DF,263688,0.0326100143394131
1639,2022-07-13,ap-northeast-2,03DF,858,0.00010610794690397911
1613,2022-07-13,ap-northeast-2,0021,211239,0.001143115626065216
1662,2022-07-13,us-east-2,0005,277426,0.006273997373942691
1661,2022-07-13,us-east-1,0005,4832062,0.10927722815715998
1660,2022-07-13,eu-west-3,0005,2334870,0.05280315561085684
1659,2022-07-13,eu-west-2,0005,2186502,0.04944780880710691
1658,2022-07-13,eu-west-1,0005,39284,0.0008884088471807425
1657,2022-07-13,eu-south-1,0005,990371,0.022397270094472028
1656,2022-07-13,eu-north-1,0005,376002,0.008503296592955237
1655,2022-07-13,eu-central-1,0005,10443299,0.2361755224863507
1654,2022-07-13,ca-central-1,0005,294712,0.006664920786333647
1653,2022-07-13,ap-southeast-1,0005,3571237,0.08076363267944235
1652,2022-07-13,ap-northeast-2,0005,139119,0.003146180389240854
1651,2022-07-13,ap-east-1,0005,1183485,0.026764549040466882
1649,2022-07-13,us-east-2,03DF,339835,0.042027032792673356
1648,2022-07-13,us-east-1,03DF,744450,0.09206533924553292
1647,2022-07-13,eu-west-3,03DF,138014,0.017068044503503233
1646,2022-07-13,eu-west-2,03DF,65556,0.008107240754355774
1645,2022-07-13,eu-west-1,03DF,26549,0.0032832865761698617
1644,2022-07-13,eu-south-1,03DF,421255,0.052096157544330675
1643,2022-07-13,eu-north-1,03DF,107985,0.013354390030799749
1642,2022-07-13,eu-central-1,03DF,1350727,0.16704297062677273
1641,2022-07-13,ca-central-1,03DF,69221,0.008560487404009718
1640,2022-07-13,ap-southeast-1,03DF,239898,0.029667930357075503
1638,2022-07-13,ap-east-1,03DF,13521,0.0016721276807560624
1612,2022-07-13,ap-east-1,0021,3252195,0.017599188234706496
1663,2022-07-13,us-west-2,0005,55888,0.0012639088089613415
1610,2022-07-13,us-east-2,0049,817335,0.029760210987328548
1582,2022-07-13,eu-west-3,0040,7582103,0.023547988104247235
1581,2022-07-13,eu-west-2,0040,8620236,0.02677215210394844
1580,2022-07-13,eu-west-1,0040,2222368,0.006902081813879305
1579,2022-07-13,eu-south-1,0040,7526076,0.023373983196965355
1578,2022-07-13,eu-north-1,0040,5394517,0.016753929898361903
1577,2022-07-13,eu-central-1,0040,59719292,0.1854721806878734
1576,2022-07-13,ca-central-1,0040,5752965,0.01786717370947753
1575,2022-07-13,ap-southeast-1,0040,5649738,0.017546578200812304
1574,2022-07-13,ap-northeast-2,0040,277886,0.0008630397427121272
1573,2022-07-13,ap-east-1,0040,4775331,0.01483090345539266
1572,2022-07-13,us-west-2,0009,2469654,0.01140309151940254
1571,2022-07-13,us-east-2,0009,2349479,0.010848209530531144
1570,2022-07-13,us-east-1,0009,20574729,0.09499934718543793
1569,2022-07-13,eu-west-3,0009,4092540,0.01889641551683583
1568,2022-07-13,eu-west-2,0009,3706623,0.01711452749936728
1567,2022-07-13,eu-west-1,0009,239154,0.0011042417072315374
1566,2022-07-13,eu-south-1,0009,2292426,0.010584779681468696
1565,2022-07-13,eu-north-1,0009,9241771,0.042671872462442244
1564,2022-07-13,eu-central-1,0009,23827705,0.11001925808729705
1563,2022-07-13,ca-central-1,0009,1207664,0.00557612650058986
1562,2022-07-13,ap-southeast-1,0009,27148763,0.12535352285282453
1561,2022-07-13,ap-northeast-2,0009,415883,0.0019202495209303357
1560,2022-07-13,ap-east-1,0009,13488267,0.06227914640639424
1583,2022-07-13,us-east-1,0040,30997215,0.09626907601819627
1584,2022-07-13,us-east-2,0040,10945002,0.03399225477376952
1611,2022-07-13,us-west-2,0049,790393,0.028779218365673282
1586,2022-07-13,ap-east-1,0004,1812179,0.053415203796160715
1585,2022-07-13,us-west-2,0040,4344564,0.01349305613365326
1609,2022-07-13,us-east-1,0049,3191569,0.11620910253521162
1608,2022-07-13,eu-west-3,0049,589710,0.021472094087904615
1607,2022-07-13,eu-west-2,0049,1075127,0.039146746876340274
1606,2022-07-13,eu-west-1,0049,183845,0.006694031197691787
1605,2022-07-13,eu-south-1,0049,314415,0.011448251619691933
1604,2022-07-13,eu-north-1,0049,402642,0.014660709344834053
1602,2022-07-13,ca-central-1,0049,378218,0.013771400318358358
1601,2022-07-13,ap-southeast-1,0049,2301663,0.08380648877354767
1600,2022-07-13,ap-northeast-2,0049,57174,0.0020817783442401492
1599,2022-07-13,ap-east-1,0049,865056,0.03149779353123809
1603,2022-07-13,eu-central-1,0049,1875666,0.06829539405722083
1597,2022-07-13,us-east-2,0004,198582,0.005853338991484388
1596,2022-07-13,us-east-1,0004,1614525,0.04758921823340651
1595,2022-07-13,eu-west-3,0004,835553,0.024628490771327487
1594,2022-07-13,eu-west-2,0004,2674794,0.07884136535229021
1587,2022-07-13,ap-northeast-2,0004,207483,0.006115701997009575
1593,2022-07-13,eu-west-1,0004,234178,0.006902555208165045
1592,2022-07-13,eu-south-1,0004,149559,0.004408352852863873
1591,2022-07-13,eu-north-1,0004,1180477,0.03479535936112294
1590,2022-07-13,eu-central-1,0004,11912434,0.35112706295477103
1589,2022-07-13,ca-central-1,0004,146567,0.004320161625751036
1588,2022-07-13,ap-southeast-1,0004,8309407,0.2449254010394362
1598,2022-07-13,us-west-2,0004,35614,0.001049746778875855
1731,2022-07-15,ap-southeast-1,0027,33824445,0.3510243843128453
1732,2022-07-15,ca-central-1,0027,67553,0.0007010536383815207
1733,2022-07-15,eu-central-1,0027,3345745,0.03472157721117909
1734,2022-07-15,eu-north-1,0027,67594,0.0007014791294651683
1739,2022-07-15,us-east-1,0027,1031704,0.010706850072280557
1736,2022-07-15,eu-west-1,0027,572,5.936119508448623e-06
1737,2022-07-15,eu-west-2,0027,246830,0.0025615601018712827
1738,2022-07-15,eu-west-3,0027,683048,0.007088556919592335
1730,2022-07-15,ap-northeast-2,0027,3983,4.133490210166235e-05
1735,2022-07-15,eu-south-1,0027,150130,0.0015580238143415941
1729,2022-07-15,ap-east-1,0027,4608350,0.04782467891041821
1717,2022-07-15,ap-northeast-2,0021,164821,0.0007428649911375284
1727,2022-07-15,us-east-2,0021,3460963,0.015598911839646123
1726,2022-07-15,us-east-1,0021,9335085,0.04207417644470713
1725,2022-07-15,eu-west-3,0021,935731,0.004217434677754112
1724,2022-07-15,eu-west-2,0021,1119468,0.005045556002564884
1723,2022-07-15,eu-west-1,0021,178147,0.0008029266269236157
1722,2022-07-15,eu-south-1,0021,593782,0.002676235796213006
1721,2022-07-15,eu-north-1,0021,1851301,0.008344001680355644
1720,2022-07-15,eu-central-1,0021,76485977,0.34473006853647414
1719,2022-07-15,ca-central-1,0021,564883,0.002545985067368481
1718,2022-07-15,ap-southeast-1,0021,20091922,0.0905563335889596
1740,2022-07-15,us-east-2,0027,130141,0.0013505813443164551
1728,2022-07-15,us-west-2,0021,651384,0.002935853861990449
1741,2022-07-15,us-west-2,0027,242436,0.0025159599111018367
1753,2022-07-15,us-east-2,03DF,843399,0.11369914555678338
1743,2022-07-15,ap-northeast-2,03DF,782,0.00010542190804756065
1716,2022-07-15,ap-east-1,0021,3534502,0.0159303595834607
1766,2022-07-15,us-east-2,0005,218624,0.0048293383008647895
1765,2022-07-15,us-east-1,0005,9689782,0.21404436539277583
1764,2022-07-15,eu-west-3,0005,1831517,0.04045765879676969
1763,2022-07-15,eu-west-2,0005,1655212,0.03656313445756646
1762,2022-07-15,eu-west-1,0005,17626,0.0003893530302759202
1761,2022-07-15,eu-south-1,0005,859519,0.01898651578518828
1760,2022-07-15,eu-north-1,0005,248099,0.0054804321717023445
