,date,gateway,chain,relays,relays_norm
474,2022-07-02,eu-south-1,0021,738786,0.011000493602156661
473,2022-07-02,eu-north-1,0021,2343622,0.03489643660934777
472,2022-07-02,eu-central-1,0021,30341128,0.4517781664057201
471,2022-07-02,ca-central-1,0021,880437,0.013109671252029687
470,2022-07-02,ap-southeast-1,0021,9527888,0.14186986622115907
481,2022-07-02,ap-east-1,0027,5935572,0.04643975834155483
494,2022-07-02,ap-east-1,03DF,854,0.00019136440129159768
469,2022-07-02,ap-northeast-2,0021,364753,0.0054311573891051654
496,2022-07-02,ap-southeast-1,03DF,7113,0.0015938817170809533
519,2022-07-02,us-west-2,0005,60927,0.0019547196242852235
518,2022-07-02,us-east-2,0005,202010,0.006481082464291003
517,2022-07-02,us-east-1,0005,7007515,0.22482195230313434
516,2022-07-02,eu-west-3,0005,1713559,0.05497607636467515
515,2022-07-02,eu-west-2,0005,1915017,0.06143944902489562
514,2022-07-02,eu-west-1,0005,62865,0.0020168964364024253
513,2022-07-02,eu-south-1,0005,1098135,0.035231441472819175
512,2022-07-02,eu-north-1,0005,363110,0.011649650282702373
511,2022-07-02,eu-central-1,0005,10637006,0.34126683361793075
510,2022-07-02,ca-central-1,0005,418304,0.01342043819188547
509,2022-07-02,ap-southeast-1,0005,4425311,0.1419771571760511
508,2022-07-02,ap-northeast-2,0005,181798,0.0058326213050996275
507,2022-07-02,ap-east-1,0005,2147783,0.06890727557250792
506,2022-07-02,us-west-2,03DF,858443,0.1923599891545234
505,2022-07-02,us-east-2,03DF,397610,0.08909648664818753
504,2022-07-02,us-east-1,03DF,206792,0.046337971044370097
503,2022-07-02,eu-west-3,03DF,108034,0.024208269003672674
502,2022-07-02,eu-west-2,03DF,14388,0.003224064409582561
501,2022-07-02,eu-west-1,03DF,18839,0.004221444913269799
500,2022-07-02,eu-south-1,03DF,13470,0.003018358882198853
499,2022-07-02,eu-north-1,03DF,3683,0.0008252869905819136
498,2022-07-02,eu-central-1,03DF,2226260,0.4988605527159628
497,2022-07-02,ca-central-1,03DF,7605,0.0017041291239140517
495,2022-07-02,ap-northeast-2,03DF,0,0.0
468,2022-07-02,ap-east-1,0021,2979106,0.044358767617613926
441,2022-07-02,us-west-2,0040,12127367,0.04082828251107205
466,2022-07-02,us-east-2,0049,1285821,0.06631521243961884
438,2022-07-02,eu-west-3,0040,10709378,0.03605444697945232
437,2022-07-02,eu-west-2,0040,11592797,0.03902858642024345
436,2022-07-02,eu-west-1,0040,1238288,0.004168849866097925
435,2022-07-02,eu-south-1,0040,11261135,0.03791200523372645
434,2022-07-02,eu-north-1,0040,5846908,0.019684339695520657
433,2022-07-02,eu-central-1,0040,78090369,0.2629008957118114
432,2022-07-02,ca-central-1,0040,11235449,0.03782553013450834
431,2022-07-02,ap-southeast-1,0040,28370233,0.0955119019510945
430,2022-07-02,ap-northeast-2,0040,461204,0.001552700368285752
429,2022-07-02,ap-east-1,0040,10675350,0.03593988750440001
428,2022-07-02,us-west-2,0009,3011164,0.020221522741443232
427,2022-07-02,us-east-2,0009,4489802,0.030151341224714863
426,2022-07-02,us-east-1,0009,20073124,0.13480140352960182
425,2022-07-02,eu-west-3,0009,3451555,0.02317897594612651
424,2022-07-02,eu-west-2,0009,7164952,0.048116356269319496
423,2022-07-02,eu-west-1,0009,447569,0.003005657185017158
422,2022-07-02,eu-south-1,0009,2203456,0.014797346014288672
421,2022-07-02,eu-north-1,0009,11401228,0.07656513935553803
420,2022-07-02,eu-central-1,0009,34501639,0.23169633990561944
419,2022-07-02,ca-central-1,0009,988206,0.006636314097216441
418,2022-07-02,ap-southeast-1,0009,20257020,0.13603636022610205
417,2022-07-02,ap-northeast-2,0009,725015,0.004868850487847047
416,2022-07-02,ap-east-1,0009,9562945,0.06422011879547937
439,2022-07-02,us-east-1,0040,47403562,0.15958996057158323
440,2022-07-02,us-east-2,0040,31167350,0.10492874264640144
467,2022-07-02,us-west-2,0049,1092485,0.05634405944691912
442,2022-07-02,ap-east-1,0004,5169925,0.09322278549396351
464,2022-07-02,eu-west-3,0049,585008,0.030171330067619472
463,2022-07-02,eu-west-2,0049,618654,0.03190659620321954
462,2022-07-02,eu-west-1,0049,118482,0.006110616485709068
461,2022-07-02,eu-south-1,0049,272372,0.014047372878965162
460,2022-07-02,eu-north-1,0049,267730,0.013807965359454506
459,2022-07-02,eu-central-1,0049,2006383,0.10347763404100553
458,2022-07-02,ca-central-1,0049,157179,0.008106383995942552
457,2022-07-02,ap-southeast-1,0049,2855822,0.147286786123214
456,2022-07-02,ap-northeast-2,0049,53882,0.002778922009106666
455,2022-07-02,ap-east-1,0049,655515,0.03380767344938117
454,2022-07-02,us-west-2,0004,41480,0.0007479569127771885
465,2022-07-02,us-east-1,0049,2973367,0.15334907756674696
452,2022-07-02,us-east-1,0004,2331881,0.042047890880515505
451,2022-07-02,eu-west-3,0004,1948533,0.03513545629518981
450,2022-07-02,eu-west-2,0004,5372751,0.09688009284186481
449,2022-07-02,eu-west-1,0004,682469,0.012306109120205765
448,2022-07-02,eu-south-1,0004,595425,0.01073655363525452
447,2022-07-02,eu-north-1,0004,9992004,0.18017329952500769
446,2022-07-02,eu-central-1,0004,22424249,0.4043484101587984
445,2022-07-02,ca-central-1,0004,192215,0.0034659724684056726
444,2022-07-02,ap-southeast-1,0004,6489133,0.11701041189201003
443,2022-07-02,ap-northeast-2,0004,891299,0.016071679083929494
453,2022-07-02,us-east-2,0004,411101,0.007412869691408269
588,2022-07-03,ca-central-1,0027,13324,9.575641339251038e-05
589,2022-07-03,eu-central-1,0027,2815900,0.02023720237706169
590,2022-07-03,eu-north-1,0027,297052,0.002134841947693785
591,2022-07-03,eu-south-1,0027,275185,0.001977689028776491
596,2022-07-03,us-east-2,0027,4199166,0.030178405538860267
593,2022-07-03,eu-west-2,0027,461768,0.003318616594073306
594,2022-07-03,eu-west-3,0027,706437,0.005076994401663528
595,2022-07-03,us-east-1,0027,1938967,0.013934893846174997
587,2022-07-03,ap-southeast-1,0027,72409325,0.5203885663593993
592,2022-07-03,eu-west-1,0027,1524,1.0952624888185667e-05
586,2022-07-03,ap-northeast-2,0027,14117,0.0001014555154504705
580,2022-07-03,eu-west-2,0021,1597653,0.011603729597939531
583,2022-07-03,us-east-2,0021,5173125,0.037572328707385735
582,2022-07-03,us-east-1,0021,6848101,0.04973765408594939
581,2022-07-03,eu-west-3,0021,782956,0.005686597597278222
579,2022-07-03,eu-west-1,0021,208772,0.001516307881386654
578,2022-07-03,eu-south-1,0021,869622,0.006316051445726558
577,2022-07-03,eu-north-1,0021,1792677,0.013020185963062971
576,2022-07-03,eu-central-1,0021,104721175,0.7605883116537229
575,2022-07-03,ca-central-1,0021,969772,0.0070434393824272325
574,2022-07-03,ap-southeast-1,0021,11358211,0.08249451486670908
597,2022-07-03,us-west-2,0027,302387,0.0021731833215641724
584,2022-07-03,us-west-2,0021,1200204,0.008717063516524187
598,2022-07-03,ap-east-1,03DF,2827,0.0006481765534799538
610,2022-07-03,us-west-2,03DF,821201,0.18828554435595737
600,2022-07-03,ap-southeast-1,03DF,12949,0.002968955851083099
623,2022-07-03,us-west-2,0005,107834,0.0033594559272742
622,2022-07-03,us-east-2,0005,272000,0.008473876627210178
621,2022-07-03,us-east-1,0005,6213256,0.1935675176370346
620,2022-07-03,eu-west-3,0005,1667839,0.051959786470770576
619,2022-07-03,eu-west-2,0005,2021755,0.0629856707369313
618,2022-07-03,eu-west-1,0005,69252,0.002157473912454262
617,2022-07-03,eu-south-1,0005,1118330,0.034840406060691026
616,2022-07-03,eu-north-1,0005,334141,0.010409814742987633
615,2022-07-03,eu-central-1,0005,10447344,0.32547611815450184
614,2022-07-03,ca-central-1,0005,427184,0.013308472474699093
613,2022-07-03,ap-southeast-1,0005,5665755,0.17651069437499708
612,2022-07-03,ap-northeast-2,0005,214294,0.0066761063159977135
611,2022-07-03,ap-east-1,0005,1950545,0.060767197374344405
573,2022-07-03,ap-northeast-2,0021,345016,0.0025058459946951596
609,2022-07-03,us-east-2,03DF,365955,0.08390642045587424
608,2022-07-03,us-east-1,03DF,198354,0.04547874499078979
607,2022-07-03,eu-west-3,03DF,20264,0.004646144209309438
606,2022-07-03,eu-west-2,03DF,8011,0.0018367677290158859
605,2022-07-03,eu-west-1,03DF,19620,0.004498487435188076
604,2022-07-03,eu-south-1,03DF,7992,0.0018324113956178954
603,2022-07-03,eu-north-1,03DF,508,0.00011647459821995632
602,2022-07-03,eu-central-1,03DF,2278052,0.5223133689452124
601,2022-07-03,ca-central-1,03DF,8272,0.0018966099930619658
599,2022-07-03,ap-northeast-2,03DF,0,0.0
571,2022-07-03,us-west-2,0049,1427602,0.07292427517300208
585,2022-07-03,ap-east-1,0027,5534166,0.03977273245862921
520,2022-07-03,ap-east-1,0009,13028604,0.07476445854382745
542,2022-07-03,eu-west-3,0040,10070732,0.0366368362148833
541,2022-07-03,eu-west-2,0040,9164951,0.03334164872071175
540,2022-07-03,eu-west-1,0040,1092470,0.00397435305196023
539,2022-07-03,eu-south-1,0040,11360320,0.04132829502251306
538,2022-07-03,eu-north-1,0040,5086998,0.018506252827643403
537,2022-07-03,eu-central-1,0040,76339779,0.27772042587404644
536,2022-07-03,ca-central-1,0040,9324565,0.03392231673725736
535,2022-07-03,ap-southeast-1,0040,25009529,0.09098345758623842
534,2022-07-03,ap-northeast-2,0040,435846,0.0015855866799863233
533,2022-07-03,ap-east-1,0040,8587888,0.031242321420901848
532,2022-07-03,us-west-2,0009,4698817,0.02696409444953056
531,2022-07-03,us-east-2,0009,4655494,0.02671548603089306
530,2022-07-03,us-east-1,0009,23801943,0.1365871109971601
529,2022-07-03,eu-west-3,0009,3896737,0.02236136979009405
528,2022-07-03,eu-west-2,0009,9017841,0.05174875217631355
527,2022-07-03,eu-west-1,0009,505711,0.002902015372840983
526,2022-07-03,eu-south-1,0009,2463612,0.014137402383407755
525,2022-07-03,eu-north-1,0009,18263000,0.10480196545891798
524,2022-07-03,eu-central-1,0009,37861867,0.21726978467634817
523,2022-07-03,ca-central-1,0009,1122882,0.006443642368638271
522,2022-07-03,ap-southeast-1,0009,25913267,0.14870291370868527
521,2022-07-03,ap-northeast-2,0009,965591,0.005541030204755082
570,2022-07-03,us-east-2,0049,1102514,0.056318241581398185
543,2022-07-03,us-east-1,0040,41437279,0.1507468179982769
544,2022-07-03,us-east-2,0040,23583141,0.08579432699127522
572,2022-07-03,ap-east-1,0021,2176643,0.015808925219210866
546,2022-07-03,ap-east-1,0004,3780524,0.06979849217382104
545,2022-07-03,us-west-2,0040,10988009,0.03997384560135883
568,2022-07-03,eu-west-3,0049,814283,0.04159492460832757
567,2022-07-03,eu-west-2,0049,1044814,0.05337082999365719
566,2022-07-03,eu-west-1,0049,108915,0.005563558632215086
565,2022-07-03,eu-south-1,0049,317194,0.01620279499414068
564,2022-07-03,eu-north-1,0049,390712,0.0199582162265071
563,2022-07-03,eu-central-1,0049,2661956,0.1359771223649336
562,2022-07-03,ca-central-1,0049,258076,0.013182949617293674
561,2022-07-03,ap-southeast-1,0049,3439189,0.17567947159499767
560,2022-07-03,ap-northeast-2,0049,107860,0.005509667484466962
559,2022-07-03,ap-east-1,0049,1089120,0.055634053872451864
558,2022-07-03,us-west-2,0004,42890,0.000791863066954524
569,2022-07-03,us-east-1,0049,4166165,0.21281461000764232
557,2022-07-03,us-east-2,0004,411115,0.007590272435789441
556,2022-07-03,us-east-1,0004,1961122,0.036207509479878525
555,2022-07-03,eu-west-3,0004,1635090,0.03018809471081074
554,2022-07-03,eu-west-2,0004,5286413,0.09760119401651354
553,2022-07-03,eu-west-1,0004,591242,0.010915894227846274
552,2022-07-03,eu-south-1,0004,446980,0.00825243538510919
551,2022-07-03,eu-north-1,0004,13023757,0.24045306974330732
550,2022-07-03,eu-central-1,0004,24282189,0.44831356152738183
549,2022-07-03,ca-central-1,0004,183210,0.003382542142614557
548,2022-07-03,ap-southeast-1,0004,7756079,0.14319777347823684
547,2022-07-03,ap-northeast-2,0004,656766,0.012125640919362437
691,2022-07-04,ap-southeast-1,0027,73871093,0.5327984141407266
692,2022-07-04,ca-central-1,0027,7695,5.5500516241351554e-05
693,2022-07-04,eu-central-1,0027,2767259,0.019958973758742855
694,2022-07-04,eu-north-1,0027,214581,0.0015476746297057127
699,2022-07-04,us-east-1,0027,1774252,0.012796868348570562
696,2022-07-04,eu-west-1,0027,4098,2.9557000072392293e-05
697,2022-07-04,eu-west-2,0027,574438,0.004143158615808902
698,2022-07-04,eu-west-3,0027,676287,0.004877748879443135
690,2022-07-04,ap-northeast-2,0027,11265,8.12492937568324e-05
695,2022-07-04,eu-south-1,0027,304804,0.0021984118716606785
689,2022-07-04,ap-east-1,0027,5642947,0.040699996312226906
684,2022-07-04,eu-west-2,0021,1372033,0.009054857143166381
687,2022-07-04,us-east-2,0021,4448464,0.02935804461446517
686,2022-07-04,us-east-1,0021,5414811,0.035735539933985476
685,2022-07-04,eu-west-3,0021,710464,0.004688772081548009
677,2022-07-04,ap-northeast-2,0021,263031,0.0017358971170694847
683,2022-07-04,eu-west-1,0021,174693,0.0011529024148188597
682,2022-07-04,eu-south-1,0021,685633,0.004524897628293631
681,2022-07-04,eu-north-1,0021,2324509,0.015340809530823632
680,2022-07-04,eu-central-1,0021,95740370,0.6318473194040466
679,2022-07-04,ca-central-1,0021,789810,0.005212423258219182
678,2022-07-04,ap-southeast-1,0021,9672337,0.06383347177186152
700,2022-07-04,us-east-2,0027,4160516,0.030007899393164783
688,2022-07-04,us-west-2,0021,1096962,0.007239500946028324
701,2022-07-04,us-west-2,0027,286437,0.0020659390994962985
713,2022-07-04,us-east-2,03DF,388988,0.06607376233570651
703,2022-07-04,ap-northeast-2,03DF,0,0.0
727,2022-07-04,us-west-2,0005,109855,0.0034086216049920926
726,2022-07-04,us-east-2,0005,337193,0.010462549222630728
725,2022-07-04,us-east-1,0005,6366065,0.19752862134435378
724,2022-07-04,eu-west-3,0005,1408618,0.043707120731698614
723,2022-07-04,eu-west-2,0005,2005996,0.06224278644693202
722,2022-07-04,eu-west-1,0005,63894,0.001982526683622637
721,2022-07-04,eu-south-1,0005,1150904,0.03571067534178526
720,2022-07-04,eu-north-1,0005,364255,0.011302238976163075
719,2022-07-04,eu-central-1,0005,10593251,0.32869131332851564
718,2022-07-04,ca-central-1,0005,424828,0.013181720442452147
717,2022-07-04,ap-southeast-1,0005,5074381,0.15744977205007854
716,2022-07-04,ap-northeast-2,0005,176775,0.005485040136748233
715,2022-07-04,ap-east-1,0005,2121587,0.0658293867832175
714,2022-07-04,us-west-2,03DF,819822,0.13925551427186336
712,2022-07-04,us-east-1,03DF,230074,0.03908052380953999
711,2022-07-04,eu-west-3,03DF,12796,0.0021735371344301126
710,2022-07-04,eu-west-2,03DF,3802,0.0006458102676698412
709,2022-07-04,eu-west-1,03DF,16158,0.0027446087072617816
708,2022-07-04,eu-south-1,03DF,2644277,0.4491586631149933
707,2022-07-04,eu-north-1,03DF,834,0.00014166379885235337
706,2022-07-04,eu-central-1,03DF,2229837,0.3787616070042387
705,2022-07-04,ca-central-1,03DF,12762,0.0021677618716471627
704,2022-07-04,ap-southeast-1,03DF,20223,0.003435092331164439
702,2022-07-04,ap-east-1,03DF,1651,0.0002804399663132319
676,2022-07-04,ap-east-1,0021,1737420,0.011466262034280614
675,2022-07-04,us-west-2,0049,2052923,0.09077694626572616
673,2022-07-04,us-east-1,0049,3974885,0.1757630081875652
645,2022-07-04,eu-west-2,0040,9677531,0.03561854958506538
644,2022-07-04,eu-west-1,0040,673509,0.0024788774856404796
643,2022-07-04,eu-south-1,0040,10391838,0.03824758578225858
642,2022-07-04,eu-north-1,0040,5812182,0.021391974126915684
641,2022-07-04,eu-central-1,0040,79626893,0.2930700440665285
640,2022-07-04,ca-central-1,0040,9321925,0.03430972712366001
639,2022-07-04,ap-southeast-1,0040,22914165,0.0843365236704351
638,2022-07-04,ap-northeast-2,0040,489037,0.0017999207270358128
637,2022-07-04,ap-east-1,0040,7640686,0.028121858060172047
636,2022-07-04,us-west-2,0009,4375862,0.023869113146824477
646,2022-07-04,eu-west-3,0040,9496804,0.03495337645249054
635,2022-07-04,us-east-2,0009,5117831,0.02791634818587192
633,2022-07-04,eu-west-3,0009,4583149,0.02499980622098125
632,2022-07-04,eu-west-2,0009,9015297,0.04917594388150889
631,2022-07-04,eu-west-1,0009,478642,0.0026108593129359112
630,2022-07-04,eu-south-1,0009,1547731,0.008442443194014755
629,2022-07-04,eu-north-1,0009,19918280,0.10864869116305109
628,2022-07-04,eu-central-1,0009,37915874,0.20682057308177004
627,2022-07-04,ca-central-1,0009,981545,0.005354055649766796
626,2022-07-04,ap-southeast-1,0009,26629893,0.14525867797129552
625,2022-07-04,ap-northeast-2,0009,1009179,0.0055047914528381335
624,2022-07-04,ap-east-1,0009,13175783,0.07187024070343316
634,2022-07-04,us-east-1,0009,26399300,0.14400085713328334
647,2022-07-04,us-east-1,0040,40768215,0.15004908663915478
674,2022-07-04,us-east-2,0049,1467582,0.06489411066783651
649,2022-07-04,us-west-2,0040,10139641,0.03731936438470328
648,2022-07-04,us-east-2,0040,21860231,0.0804574763764108
672,2022-07-04,eu-west-3,0049,917284,0.04056082004946623
671,2022-07-04,eu-west-2,0049,1133474,0.050120393405694075
670,2022-07-04,eu-west-1,0049,103600,0.004581025022920602
669,2022-07-04,eu-south-1,0049,294012,0.013000736766785056
668,2022-07-04,eu-north-1,0049,1007346,0.0445432165322295
667,2022-07-04,eu-central-1,0049,2707990,0.11974295320288378
665,2022-07-04,ap-southeast-1,0049,3649341,0.161367977202414
664,2022-07-04,ap-northeast-2,0049,132260,0.005848324030226629
663,2022-07-04,ap-east-1,0049,1222088,0.054038761662268266
662,2022-07-04,us-west-2,0004,50513,0.000918299420658561
666,2022-07-04,ca-central-1,0049,249862,0.011048494925453546
660,2022-07-04,us-east-1,0004,1960784,0.035646008180796544
659,2022-07-04,eu-west-3,0004,1627277,0.029583028653039835
658,2022-07-04,eu-west-2,0004,4426215,0.08046622988557861
657,2022-07-04,eu-west-1,0004,519592,0.009445905659509889
650,2022-07-04,ap-east-1,0004,5561303,0.10110152481552703
656,2022-07-04,eu-south-1,0004,55804,0.001014486980983714
655,2022-07-04,eu-north-1,0004,12989486,0.23614193313508383
654,2022-07-04,eu-central-1,0004,28551599,0.5190528541281562
653,2022-07-04,ca-central-1,0004,207969,0.0037807655893520534
652,2022-07-04,ap-southeast-1,0004,8443145,0.1534918765869425
651,2022-07-04,ap-northeast-2,0004,609384,0.011078276367639944
661,2022-07-04,us-east-2,0004,421459,0.007661900016457872
795,2022-07-05,ap-southeast-1,0027,84547109,0.5518404144875079
796,2022-07-05,ca-central-1,0027,23962,0.00015640038043109982
797,2022-07-05,eu-central-1,0027,2583883,0.01686504816749234
798,2022-07-05,eu-north-1,0027,411958,0.002688856853419373
803,2022-07-05,us-east-1,0027,1760649,0.011491785886221328
800,2022-07-05,eu-west-1,0027,1851,1.2081508395708444e-05
801,2022-07-05,eu-west-2,0027,617941,0.0040333113881969055
802,2022-07-05,eu-west-3,0027,2066193,0.013486076756701252
794,2022-07-05,ap-northeast-2,0027,13003,8.487080155018741e-05
799,2022-07-05,eu-south-1,0027,305278,0.00199255468396817
793,2022-07-05,ap-east-1,0027,5809963,0.037921727046599366
781,2022-07-05,ap-northeast-2,0021,206996,0.0022142700933704073
791,2022-07-05,us-east-2,0021,3924481,0.04198081562107668
790,2022-07-05,us-east-1,0021,6130453,0.06557845918139912
789,2022-07-05,eu-west-3,0021,842559,0.009012991534136297
788,2022-07-05,eu-west-2,0021,1438027,0.015382810197101231
787,2022-07-05,eu-west-1,0021,180550,0.0019313729026552544
786,2022-07-05,eu-south-1,0021,730485,0.007814117611720428
785,2022-07-05,eu-north-1,0021,1948589,0.020844375480543336
784,2022-07-05,eu-central-1,0021,43704363,0.4675127245971138
783,2022-07-05,ca-central-1,0021,808633,0.008650079559085163
782,2022-07-05,ap-southeast-1,0021,10053648,0.10754551824998168
804,2022-07-05,us-east-2,0027,4247120,0.027721024277461506
792,2022-07-05,us-west-2,0021,1149991,0.012301641958999826
805,2022-07-05,us-west-2,0027,287086,0.0018738151914048378
817,2022-07-05,us-east-2,03DF,408807,0.049560683823890436
807,2022-07-05,ap-northeast-2,03DF,0,0.0
831,2022-07-05,us-west-2,0005,170080,0.001851464053800358
780,2022-07-05,ap-east-1,0021,2181179,0.023332428781172445
829,2022-07-05,us-east-1,0005,20532357,0.22351199979595576
828,2022-07-05,eu-west-3,0005,4642183,0.05053407194063445
