,date,chain,provider,total_relays,nodes_staked,total_sessions
2200,2022-07-21,0040,P7,0,0,0
2199,2022-07-21,0040,P6,14007792,1260,675
2198,2022-07-21,0040,P2,3586765,298,176
2197,2022-07-21,0040,P1,2065868,166,85
2195,2022-07-21,0009,P10,371708,447,129
2194,2022-07-21,0009,P9,747538,457,70
2193,2022-07-21,0009,P8,4569749,847,394
2192,2022-07-21,0009,P5,21960495,3836,2257
2191,2022-07-21,0009,P4,38643460,3246,1938
2190,2022-07-21,0009,P13,1291854,160,105
2189,2022-07-21,0009,P12,9962694,1063,633
2188,2022-07-21,0009,P11,2654455,218,148
2187,2022-07-21,0009,P7,0,0,0
2186,2022-07-21,0009,P6,11038098,1260,728
2185,2022-07-21,0009,P2,2829559,298,166
2184,2022-07-21,0009,P1,2185884,166,118
2235,2022-07-21,0049,P14,2193575,1068,356
2207,2022-07-21,0040,P9,981693,628,78
2208,2022-07-21,0040,P10,484715,447,148
2196,2022-07-21,0009,P14,11151487,1068,623
2210,2022-07-21,0004,P1,684278,166,32
2209,2022-07-21,0040,P14,15042689,1068,643
2232,2022-07-21,0049,P8,518266,495,140
2231,2022-07-21,0049,P5,5299813,3834,1191
2230,2022-07-21,0049,P4,88310,1869,597
2229,2022-07-21,0049,P13,159526,160,46
2228,2022-07-21,0049,P12,1630285,1063,373
2227,2022-07-21,0049,P11,377079,216,63
2226,2022-07-21,0049,P7,0,0,0
2225,2022-07-21,0049,P6,2246675,1260,402
2224,2022-07-21,0049,P2,525916,298,95
2223,2022-07-21,0049,P1,343243,166,61
2222,2022-07-21,0004,P14,3980764,1068,197
2233,2022-07-21,0049,P9,23919,87,5
2220,2022-07-21,0004,P9,663120,628,28
2219,2022-07-21,0004,P8,2164364,867,119
2218,2022-07-21,0004,P5,5929968,3834,633
2217,2022-07-21,0004,P4,0,0,0
2216,2022-07-21,0004,P13,407945,160,22
2215,2022-07-21,0004,P12,3207084,1063,155
2214,2022-07-21,0004,P11,565208,216,32
2213,2022-07-21,0004,P7,0,0,0
2212,2022-07-21,0004,P6,3493153,1260,198
2211,2022-07-21,0004,P2,1346751,298,51
2221,2022-07-21,0004,P10,0,0,0
2365,2022-07-22,0027,P14,3281494,1068,606
2356,2022-07-22,0027,P7,398508,101,61
2357,2022-07-22,0027,P11,774801,218,127
2358,2022-07-22,0027,P12,117910,1063,571
2359,2022-07-22,0027,P13,16658,160,79
2364,2022-07-22,0027,P10,19436,411,153
2361,2022-07-22,0027,P5,13824550,3843,2121
2362,2022-07-22,0027,P8,965250,867,383
2363,2022-07-22,0027,P9,205296,628,82
2355,2022-07-22,0027,P6,3848274,1260,648
2360,2022-07-22,0027,P4,22325346,3249,1829
2354,2022-07-22,0027,P2,696512,298,163
2348,2022-07-22,0021,P5,12919249,3843,1731
2352,2022-07-22,0021,P14,3788221,1068,492
2351,2022-07-22,0021,P10,117131,447,118
2350,2022-07-22,0021,P9,611788,628,70
2349,2022-07-22,0021,P8,2529302,867,281
2347,2022-07-22,0021,P4,2741994,3249,1556
2346,2022-07-22,0021,P13,969955,160,87
2345,2022-07-22,0021,P12,6164806,1063,500
2344,2022-07-22,0021,P11,752152,218,88
2343,2022-07-22,0021,P7,411934,101,48
2342,2022-07-22,0021,P6,5748585,1260,583
2353,2022-07-22,0027,P1,451965,167,88
2366,2022-07-22,03DF,P1,589166,167,32
2341,2022-07-22,0021,P2,1994922,298,146
2368,2022-07-22,03DF,P6,146916,1218,227
2391,2022-07-22,0005,P14,2997006,1068,227
2390,2022-07-22,0005,P10,117560,445,58
2389,2022-07-22,0005,P9,153444,628,24
2388,2022-07-22,0005,P8,1218692,867,136
2387,2022-07-22,0005,P5,0,0,0
2386,2022-07-22,0005,P4,2129861,3249,700
2385,2022-07-22,0005,P13,308760,160,31
2384,2022-07-22,0005,P12,3333952,1063,231
2383,2022-07-22,0005,P11,645922,218,49
2382,2022-07-22,0005,P7,384734,101,23
2381,2022-07-22,0005,P6,3906352,1260,286
2380,2022-07-22,0005,P2,1031568,298,69
2379,2022-07-22,0005,P1,501536,167,39
2378,2022-07-22,03DF,P14,2868073,1068,176
2377,2022-07-22,03DF,P10,0,0,0
2376,2022-07-22,03DF,P9,0,0,0
2375,2022-07-22,03DF,P8,0,0,0
2374,2022-07-22,03DF,P5,4786535,3669,777
2373,2022-07-22,03DF,P4,105507,3237,686
2372,2022-07-22,03DF,P13,261499,160,34
2371,2022-07-22,03DF,P12,2773897,1063,207
2370,2022-07-22,03DF,P11,50863,215,45
2369,2022-07-22,03DF,P7,16545,98,14
2367,2022-07-22,03DF,P2,587106,298,58
2340,2022-07-22,0021,P1,655048,167,75
2288,2022-07-22,0009,P1,1707741,167,97
2338,2022-07-22,0049,P10,140953,411,85
2310,2022-07-22,0040,P8,4666169,867,375
2309,2022-07-22,0040,P5,18217388,3843,2071
2308,2022-07-22,0040,P4,31913245,3249,1781
2307,2022-07-22,0040,P13,1340150,160,91
2306,2022-07-22,0040,P12,11372205,1063,608
2305,2022-07-22,0040,P11,2417248,218,131
2304,2022-07-22,0040,P7,993922,101,52
2303,2022-07-22,0040,P6,11514985,1260,600
2302,2022-07-22,0040,P2,3389668,298,181
2301,2022-07-22,0040,P1,2053586,167,94
2311,2022-07-22,0040,P9,735870,628,70
2300,2022-07-22,0009,P14,10890481,1068,604
2298,2022-07-22,0009,P9,640279,457,58
2297,2022-07-22,0009,P8,4313101,847,372
2296,2022-07-22,0009,P5,20172493,3842,2223
2295,2022-07-22,0009,P4,35792102,3246,1884
2294,2022-07-22,0009,P13,1275533,160,102
2293,2022-07-22,0009,P12,9331417,1063,599
2292,2022-07-22,0009,P11,2009181,218,119
2291,2022-07-22,0009,P7,1048424,101,61
2290,2022-07-22,0009,P6,10826079,1260,715
2289,2022-07-22,0009,P2,2749024,298,163
2299,2022-07-22,0009,P10,738439,447,146
2312,2022-07-22,0040,P10,467128,447,144
2339,2022-07-22,0049,P14,2059309,1068,335
2314,2022-07-22,0004,P1,653593,167,29
2337,2022-07-22,0049,P9,16947,87,5
2336,2022-07-22,0049,P8,482222,495,127
2335,2022-07-22,0049,P5,5468029,3840,1240
2334,2022-07-22,0049,P4,88521,1869,599
2333,2022-07-22,0049,P13,163168,160,42
2332,2022-07-22,0049,P12,1550974,1063,343
2313,2022-07-22,0040,P14,13007338,1068,577
2330,2022-07-22,0049,P7,125996,101,24
2329,2022-07-22,0049,P6,2314425,1260,417
2328,2022-07-22,0049,P2,503877,298,90
2327,2022-07-22,0049,P1,375882,167,68
2331,2022-07-22,0049,P11,396333,216,67
2325,2022-07-22,0004,P10,0,0,0
2324,2022-07-22,0004,P9,341035,628,22
2323,2022-07-22,0004,P8,2231187,867,120
2322,2022-07-22,0004,P5,6248970,3840,592
2321,2022-07-22,0004,P4,0,0,0
2320,2022-07-22,0004,P13,244570,160,19
2319,2022-07-22,0004,P12,4344493,1063,167
2318,2022-07-22,0004,P11,811945,216,39
2317,2022-07-22,0004,P7,396118,101,21
2316,2022-07-22,0004,P6,3055935,1260,190
2315,2022-07-22,0004,P2,1296212,298,47
2326,2022-07-22,0004,P14,4536080,1068,180
2459,2022-07-23,0027,P6,4845393,1260,704
2460,2022-07-23,0027,P7,0,0,0
2461,2022-07-23,0027,P11,948698,218,137
2462,2022-07-23,0027,P12,119875,1063,639
2468,2022-07-23,0027,P10,30642,411,175
2464,2022-07-23,0027,P4,24690885,3249,1791
2465,2022-07-23,0027,P5,16928984,3893,2276
2466,2022-07-23,0027,P8,913189,867,347
2467,2022-07-23,0027,P9,186491,628,63
2463,2022-07-23,0027,P13,18757,160,101
2458,2022-07-23,0027,P2,839674,298,155
2446,2022-07-23,0021,P6,5381773,1260,592
2455,2022-07-23,0021,P10,504070,447,138
2454,2022-07-23,0021,P9,755290,628,81
2453,2022-07-23,0021,P8,2966822,867,315
2452,2022-07-23,0021,P5,12349336,3893,1854
2451,2022-07-23,0021,P4,1889006,3249,1517
2450,2022-07-23,0021,P13,853961,160,82
2449,2022-07-23,0021,P12,6247109,1063,512
2448,2022-07-23,0021,P11,865308,218,100
2447,2022-07-23,0021,P7,0,0,0
2469,2022-07-23,0027,P14,4271123,1121,640
2457,2022-07-23,0027,P1,583971,168,97
2470,2022-07-23,03DF,P1,327094,168,24
2482,2022-07-23,03DF,P14,3561161,1121,248
2472,2022-07-23,03DF,P6,31885,1218,245
2495,2022-07-23,0005,P14,3522832,1121,254
2494,2022-07-23,0005,P10,10989,445,62
2493,2022-07-23,0005,P9,257900,628,28
2492,2022-07-23,0005,P8,1024256,867,125
2491,2022-07-23,0005,P5,0,0,0
2490,2022-07-23,0005,P4,141732,3249,721
2489,2022-07-23,0005,P13,282713,160,35
2488,2022-07-23,0005,P12,3661102,1063,259
2487,2022-07-23,0005,P11,1137237,218,67
2486,2022-07-23,0005,P7,0,0,0
2485,2022-07-23,0005,P6,4408269,1260,267
2484,2022-07-23,0005,P2,861714,298,58
2483,2022-07-23,0005,P1,551975,168,38
2445,2022-07-23,0021,P2,1898922,298,142
2481,2022-07-23,03DF,P10,0,0,0
2480,2022-07-23,03DF,P9,0,0,0
2479,2022-07-23,03DF,P8,0,0,0
2478,2022-07-23,03DF,P5,4135382,3738,726
2477,2022-07-23,03DF,P4,90138,3237,626
2476,2022-07-23,03DF,P13,296173,160,37
2475,2022-07-23,03DF,P12,2403145,1063,217
2474,2022-07-23,03DF,P11,3681,215,26
2473,2022-07-23,03DF,P7,0,0,0
2471,2022-07-23,03DF,P2,539750,298,49
2444,2022-07-23,0021,P1,512785,168,73
2456,2022-07-23,0021,P14,4204982,1121,566
2442,2022-07-23,0049,P10,323868,411,78
2414,2022-07-23,0040,P8,3855625,867,325
2413,2022-07-23,0040,P5,18939960,3893,2175
2412,2022-07-23,0040,P4,31682035,3249,1827
2411,2022-07-23,0040,P13,1165724,160,77
2410,2022-07-23,0040,P12,12065184,1063,637
2409,2022-07-23,0040,P11,2222816,218,110
2408,2022-07-23,0040,P7,0,0,0
2407,2022-07-23,0040,P6,13817135,1260,709
2406,2022-07-23,0040,P2,3164520,298,159
2405,2022-07-23,0040,P1,2794765,168,115
2404,2022-07-23,0009,P14,11832718,1121,652
2403,2022-07-23,0009,P10,2070826,447,167
2402,2022-07-23,0009,P9,753986,457,67
2401,2022-07-23,0009,P8,4424666,847,386
2400,2022-07-23,0009,P5,21217230,3892,2282
2399,2022-07-23,0009,P4,39028325,3246,2019
2398,2022-07-23,0009,P13,1182939,160,96
2397,2022-07-23,0009,P12,9677501,1063,616
2396,2022-07-23,0009,P11,2312887,218,132
2395,2022-07-23,0009,P7,0,0,0
2394,2022-07-23,0009,P6,11282018,1260,718
2393,2022-07-23,0009,P2,2868759,298,173
2392,2022-07-23,0009,P1,1802778,168,98
2415,2022-07-23,0040,P9,955605,628,80
2416,2022-07-23,0040,P10,1991863,447,154
2443,2022-07-23,0049,P14,2168322,1121,377
2418,2022-07-23,0004,P1,432710,168,22
2441,2022-07-23,0049,P9,23475,87,7
2440,2022-07-23,0049,P8,416095,495,112
2439,2022-07-23,0049,P5,4505180,3890,1271
2438,2022-07-23,0049,P4,84354,1869,617
2437,2022-07-23,0049,P13,220139,160,55
2436,2022-07-23,0049,P12,1532216,1063,343
2417,2022-07-23,0040,P14,14381745,1121,626
2434,2022-07-23,0049,P7,0,0,0
2433,2022-07-23,0049,P6,2128265,1260,414
2432,2022-07-23,0049,P2,545590,298,99
2431,2022-07-23,0049,P1,270551,168,51
2435,2022-07-23,0049,P11,294968,216,57
2429,2022-07-23,0004,P10,0,0,0
2430,2022-07-23,0004,P14,4737862,1121,172
2420,2022-07-23,0004,P6,4068972,1260,190
2421,2022-07-23,0004,P7,0,0,0
2422,2022-07-23,0004,P11,969149,216,33
2423,2022-07-23,0004,P12,5351216,1063,165
2419,2022-07-23,0004,P2,1445471,298,52
2425,2022-07-23,0004,P4,0,0,0
2426,2022-07-23,0004,P5,7963169,3890,650
2427,2022-07-23,0004,P8,2058613,867,97
2428,2022-07-23,0004,P9,403528,628,14
2424,2022-07-23,0004,P13,790926,160,27
2571,2022-07-24,0027,P9,80659,628,54
2570,2022-07-24,0027,P8,759196,867,401
2569,2022-07-24,0027,P5,16733330,3893,2214
2568,2022-07-24,0027,P4,25988947,3249,1809
2567,2022-07-24,0027,P13,14393,160,86
2566,2022-07-24,0027,P12,114544,1063,653
2565,2022-07-24,0027,P11,1032978,218,128
2564,2022-07-24,0027,P7,504203,101,61
2563,2022-07-24,0027,P6,5424497,1260,717
2562,2022-07-24,0027,P2,1068809,298,184
2550,2022-07-24,0021,P6,4870373,1260,555
2560,2022-07-24,0021,P14,3817793,1121,518
2559,2022-07-24,0021,P10,409288,447,129
2558,2022-07-24,0021,P9,782443,628,83
2557,2022-07-24,0021,P8,2603607,867,291
2556,2022-07-24,0021,P5,11635767,3893,1859
2555,2022-07-24,0021,P4,1473039,3249,1540
2554,2022-07-24,0021,P13,901922,160,88
2553,2022-07-24,0021,P12,5241159,1063,438
2552,2022-07-24,0021,P11,700337,218,92
2551,2022-07-24,0021,P7,443721,101,55
2572,2022-07-24,0027,P10,28847,411,178
2561,2022-07-24,0027,P1,651129,169,87
2573,2022-07-24,0027,P14,4560070,1121,647
2586,2022-07-24,03DF,P14,3471491,1121,229
2575,2022-07-24,03DF,P2,546027,298,54
2549,2022-07-24,0021,P2,1842677,298,143
2598,2022-07-24,0005,P10,9953,445,62
2597,2022-07-24,0005,P9,376305,628,32
2596,2022-07-24,0005,P8,1314603,867,141
2595,2022-07-24,0005,P5,0,0,0
2594,2022-07-24,0005,P4,114066,3249,675
2593,2022-07-24,0005,P13,526459,160,45
2592,2022-07-24,0005,P12,3798665,1063,215
2591,2022-07-24,0005,P11,734371,218,53
2590,2022-07-24,0005,P7,320068,101,23
2589,2022-07-24,0005,P6,4240701,1260,260
2588,2022-07-24,0005,P2,937944,298,62
2587,2022-07-24,0005,P1,604660,169,43
2585,2022-07-24,03DF,P10,0,0,0
2584,2022-07-24,03DF,P9,0,0,0
2583,2022-07-24,03DF,P8,0,0,0
2582,2022-07-24,03DF,P5,4503003,3738,750
2581,2022-07-24,03DF,P4,87722,3237,680
2580,2022-07-24,03DF,P13,202132,160,29
2579,2022-07-24,03DF,P12,2730259,1063,224
2578,2022-07-24,03DF,P11,87751,215,35
2577,2022-07-24,03DF,P7,59567,98,24
2576,2022-07-24,03DF,P6,748359,1218,223
2574,2022-07-24,03DF,P1,472672,169,23
2599,2022-07-24,0005,P14,3397365,1121,211
2548,2022-07-24,0021,P1,556749,169,81
2546,2022-07-24,0049,P10,254650,411,74
2518,2022-07-24,0040,P8,4096091,867,338
2517,2022-07-24,0040,P5,15905113,3893,2168
2516,2022-07-24,0040,P4,32153297,3249,1760
2515,2022-07-24,0040,P13,1574499,160,106
2514,2022-07-24,0040,P12,12120142,1063,602
2513,2022-07-24,0040,P11,2603760,218,129
2512,2022-07-24,0040,P7,1011433,101,51
2511,2022-07-24,0040,P6,13445209,1260,662
2510,2022-07-24,0040,P2,3759847,298,183
2509,2022-07-24,0040,P1,2135177,169,89
2508,2022-07-24,0009,P14,11965461,1121,686
2507,2022-07-24,0009,P10,2159233,447,175
2506,2022-07-24,0009,P9,640556,457,58
2505,2022-07-24,0009,P8,3827722,847,362
2504,2022-07-24,0009,P5,21253541,3892,2333
2503,2022-07-24,0009,P4,35576662,3246,1889
2502,2022-07-24,0009,P13,1284986,160,110
2501,2022-07-24,0009,P12,9499234,1063,623
2500,2022-07-24,0009,P11,2693343,218,153
2499,2022-07-24,0009,P7,880377,101,50
2498,2022-07-24,0009,P6,11134804,1260,754
2497,2022-07-24,0009,P2,2409828,298,150
2496,2022-07-24,0009,P1,1533891,169,85
2519,2022-07-24,0040,P9,893918,628,76
2520,2022-07-24,0040,P10,2094537,447,157
2547,2022-07-24,0049,P14,1840088,1121,356
2522,2022-07-24,0004,P1,806457,169,34
2521,2022-07-24,0040,P14,14275186,1121,590
2545,2022-07-24,0049,P9,12317,87,6
2544,2022-07-24,0049,P8,354924,495,122
2543,2022-07-24,0049,P5,3957052,3890,1210
2542,2022-07-24,0049,P4,72101,1869,582
2541,2022-07-24,0049,P13,164005,160,50
2540,2022-07-24,0049,P12,1273620,1063,325
2538,2022-07-24,0049,P7,130791,101,28
2537,2022-07-24,0049,P6,1965667,1260,406
2536,2022-07-24,0049,P2,513615,298,104
2535,2022-07-24,0049,P1,190349,169,40
2539,2022-07-24,0049,P11,347038,216,72
2533,2022-07-24,0004,P10,0,0,0
2532,2022-07-24,0004,P9,277022,628,16
2531,2022-07-24,0004,P8,1286696,867,89
2530,2022-07-24,0004,P5,6567566,3890,579
2523,2022-07-24,0004,P2,1298695,298,44
2529,2022-07-24,0004,P4,0,0,0
2528,2022-07-24,0004,P13,631213,160,27
2527,2022-07-24,0004,P12,3563010,1063,141
2526,2022-07-24,0004,P11,1140541,216,45
2525,2022-07-24,0004,P7,628602,101,16
2524,2022-07-24,0004,P6,3657658,1260,205
2534,2022-07-24,0004,P14,4659520,1121,183
2667,2022-07-25,0027,P6,5088560,1269,671
2668,2022-07-25,0027,P7,569888,101,69
2669,2022-07-25,0027,P11,984022,218,129
2670,2022-07-25,0027,P12,102982,1063,588
2675,2022-07-25,0027,P9,146975,628,76
2672,2022-07-25,0027,P4,26187073,3249,1871
2673,2022-07-25,0027,P5,15336574,3893,2097
2674,2022-07-25,0027,P8,680737,867,369
2666,2022-07-25,0027,P2,1048234,298,168
2671,2022-07-25,0027,P13,16737,160,97
2665,2022-07-25,0027,P1,686320,170,101
2653,2022-07-25,0021,P2,1935922,298,146
2663,2022-07-25,0021,P10,437939,462,147
2662,2022-07-25,0021,P9,646898,628,69
2661,2022-07-25,0021,P8,2870508,867,322
2660,2022-07-25,0021,P5,10683670,3893,1846
2659,2022-07-25,0021,P4,1326271,3249,1552
2658,2022-07-25,0021,P13,859155,160,82
2657,2022-07-25,0021,P12,6147404,1063,514
2656,2022-07-25,0021,P11,657958,218,80
2655,2022-07-25,0021,P7,381893,101,45
2654,2022-07-25,0021,P6,5370674,1269,595
2676,2022-07-25,0027,P10,22648,436,148
2664,2022-07-25,0021,P14,3784541,1121,535
2677,2022-07-25,0027,P14,4684509,1121,668
2689,2022-07-25,03DF,P10,0,0,0
2679,2022-07-25,03DF,P2,622388,298,67
2652,2022-07-25,0021,P1,538270,170,84
2702,2022-07-25,0005,P10,9385,460,60
2701,2022-07-25,0005,P9,214225,628,26
2700,2022-07-25,0005,P8,1430389,867,133
2699,2022-07-25,0005,P5,0,0,0
2698,2022-07-25,0005,P4,131631,3249,766
2697,2022-07-25,0005,P13,269311,160,24
2696,2022-07-25,0005,P12,4429683,1063,266
2695,2022-07-25,0005,P11,847426,218,51
2694,2022-07-25,0005,P7,221177,101,17
2693,2022-07-25,0005,P6,4187725,1269,259
2692,2022-07-25,0005,P2,1117300,298,63
2691,2022-07-25,0005,P1,626871,170,36
2690,2022-07-25,03DF,P14,3410131,1121,233
2688,2022-07-25,03DF,P9,0,0,0
2687,2022-07-25,03DF,P8,0,0,0
2686,2022-07-25,03DF,P5,4131877,3738,730
2685,2022-07-25,03DF,P4,75578,3237,618
2684,2022-07-25,03DF,P13,278046,160,36
2683,2022-07-25,03DF,P12,2346607,1063,212
2682,2022-07-25,03DF,P11,579345,215,51
2681,2022-07-25,03DF,P7,304448,98,25
2680,2022-07-25,03DF,P6,2582601,1227,228
2678,2022-07-25,03DF,P1,552006,170,35
2703,2022-07-25,0005,P14,3703496,1121,242
2651,2022-07-25,0049,P14,2042898,1121,383
2649,2022-07-25,0049,P9,18280,87,7
2621,2022-07-25,0040,P5,18805379,3893,2173
2620,2022-07-25,0040,P4,34229328,3249,1787
2619,2022-07-25,0040,P13,1520404,160,100
2618,2022-07-25,0040,P12,13625455,1063,609
2617,2022-07-25,0040,P11,2674729,218,116
2616,2022-07-25,0040,P7,1445923,101,63
2615,2022-07-25,0040,P6,14927971,1269,668
2614,2022-07-25,0040,P2,3745382,298,167
2613,2022-07-25,0040,P1,2487879,170,96
2611,2022-07-25,0009,P10,2198401,462,193
2622,2022-07-25,0040,P8,4730160,867,372
2610,2022-07-25,0009,P9,638548,457,59
2608,2022-07-25,0009,P5,21922171,3892,2288
2607,2022-07-25,0009,P4,36755454,3246,1876
2606,2022-07-25,0009,P13,1147932,160,104
2605,2022-07-25,0009,P12,10268512,1063,665
2604,2022-07-25,0009,P11,2614874,218,144
2603,2022-07-25,0009,P7,1008609,101,55
2602,2022-07-25,0009,P6,11706684,1269,720
2601,2022-07-25,0009,P2,2911166,298,174
2600,2022-07-25,0009,P1,1870778,170,97
2650,2022-07-25,0049,P10,360108,436,101
2609,2022-07-25,0009,P8,3654409,847,348
2623,2022-07-25,0040,P9,684286,628,55
2612,2022-07-25,0009,P14,12138666,1121,666
2625,2022-07-25,0040,P14,15311408,1121,600
2648,2022-07-25,0049,P8,325814,495,106
2624,2022-07-25,0040,P10,2559358,462,180
2647,2022-07-25,0049,P5,4384800,3890,1249
2646,2022-07-25,0049,P4,73937,1869,583
2645,2022-07-25,0049,P13,154821,160,44
2644,2022-07-25,0049,P12,1389585,1063,322
2643,2022-07-25,0049,P11,354521,216,67
2642,2022-07-25,0049,P7,162947,101,32
2640,2022-07-25,0049,P2,490899,298,92
2639,2022-07-25,0049,P1,262980,170,51
2638,2022-07-25,0004,P14,3529769,1121,167
2637,2022-07-25,0004,P10,0,0,0
2641,2022-07-25,0049,P6,1935175,1269,377
2627,2022-07-25,0004,P2,891297,298,37
2635,2022-07-25,0004,P8,1359784,867,104
2634,2022-07-25,0004,P5,6835208,3890,596
2633,2022-07-25,0004,P4,0,0,0
2632,2022-07-25,0004,P13,619237,160,29
2631,2022-07-25,0004,P12,4015334,1063,172
2630,2022-07-25,0004,P11,539076,216,29
2629,2022-07-25,0004,P7,534154,101,25
2628,2022-07-25,0004,P6,2971368,1269,173
2636,2022-07-25,0004,P9,365007,628,20
2626,2022-07-25,0004,P1,709246,170,27
2772,2022-07-26,0027,P7,308998,101,54
2773,2022-07-26,0027,P11,769569,218,103
2774,2022-07-26,0027,P12,101986,1061,569
2775,2022-07-26,0027,P13,14216,160,81
2780,2022-07-26,0027,P10,34591,460,224
2777,2022-07-26,0027,P5,15097869,3893,2059
2778,2022-07-26,0027,P8,864813,867,323
2779,2022-07-26,0027,P9,143434,628,62
2771,2022-07-26,0027,P6,4625545,1469,702
2776,2022-07-26,0027,P4,25959157,3249,1783
2770,2022-07-26,0027,P2,829242,298,158
2758,2022-07-26,0021,P6,5113406,1469,540
2768,2022-07-26,0021,P14,5685734,1181,497
2767,2022-07-26,0021,P10,794394,462,174
2766,2022-07-26,0021,P9,977131,628,64
2765,2022-07-26,0021,P8,4093040,867,272
2764,2022-07-26,0021,P5,17407267,3893,1799
2763,2022-07-26,0021,P4,2559143,3249,1545
2762,2022-07-26,0021,P13,1351593,160,74
2761,2022-07-26,0021,P12,11506620,1061,524
2760,2022-07-26,0021,P11,1034242,218,100
2759,2022-07-26,0021,P7,283558,101,35
2781,2022-07-26,0027,P14,4548837,1181,698
2769,2022-07-26,0027,P1,499516,170,88
2782,2022-07-26,03DF,P1,430225,170,30
2807,2022-07-26,0005,P14,2584038,1181,238
2784,2022-07-26,03DF,P6,2723809,1427,234
2757,2022-07-26,0021,P2,3165705,298,130
2806,2022-07-26,0005,P10,14799,460,83
2805,2022-07-26,0005,P9,243005,628,26
2804,2022-07-26,0005,P8,1080516,867,133
2803,2022-07-26,0005,P5,0,0,0
2802,2022-07-26,0005,P4,2502630,3249,652
2801,2022-07-26,0005,P13,329967,160,33
2800,2022-07-26,0005,P12,2892363,1061,228
2799,2022-07-26,0005,P11,570392,218,42
2798,2022-07-26,0005,P7,198770,101,19
2797,2022-07-26,0005,P6,3230205,1469,256
2796,2022-07-26,0005,P2,796554,298,60
2795,2022-07-26,0005,P1,303084,170,30
2794,2022-07-26,03DF,P14,3090736,1181,206
2793,2022-07-26,03DF,P10,0,0,0
2792,2022-07-26,03DF,P9,0,0,0
2791,2022-07-26,03DF,P8,0,0,0
2790,2022-07-26,03DF,P5,4522289,3744,748
2789,2022-07-26,03DF,P4,80491,3237,621
2788,2022-07-26,03DF,P13,143007,160,23
2787,2022-07-26,03DF,P12,2273051,1061,214
2786,2022-07-26,03DF,P11,492643,215,37
2785,2022-07-26,03DF,P7,255632,98,21
2783,2022-07-26,03DF,P2,505554,298,50
2756,2022-07-26,0021,P1,871900,170,80
2704,2022-07-26,0009,P1,2398250,170,125
2754,2022-07-26,0049,P10,426097,460,107
2726,2022-07-26,0040,P8,5152449,867,359
2725,2022-07-26,0040,P5,23817019,3893,2023
2724,2022-07-26,0040,P4,35516641,3249,1742
2723,2022-07-26,0040,P13,1640224,160,90
2722,2022-07-26,0040,P12,12667795,1061,539
2721,2022-07-26,0040,P11,2927539,218,115
2720,2022-07-26,0040,P7,1003114,101,41
2719,2022-07-26,0040,P6,15578275,1469,626
2718,2022-07-26,0040,P2,3822214,298,160
2717,2022-07-26,0040,P1,2637169,170,93
2727,2022-07-26,0040,P9,1214272,628,79
2716,2022-07-26,0009,P14,12197602,1181,636
2714,2022-07-26,0009,P9,710777,457,66
2713,2022-07-26,0009,P8,3848757,847,342
2712,2022-07-26,0009,P5,25575364,3892,2249
2711,2022-07-26,0009,P4,34355769,3246,1782
2710,2022-07-26,0009,P13,1422520,160,111
2709,2022-07-26,0009,P12,10226672,1061,607
2708,2022-07-26,0009,P11,2386634,218,129
2707,2022-07-26,0009,P7,984699,101,56
2706,2022-07-26,0009,P6,12455922,1469,733
2705,2022-07-26,0009,P2,3117579,298,177
2715,2022-07-26,0009,P10,2746682,462,211
2728,2022-07-26,0040,P10,2858798,462,196
2755,2022-07-26,0049,P14,2004161,1181,346
2730,2022-07-26,0004,P1,495085,170,22
2753,2022-07-26,0049,P9,16631,87,6
2752,2022-07-26,0049,P8,385970,495,113
2751,2022-07-26,0049,P5,4526645,3890,1177
2750,2022-07-26,0049,P4,70138,1869,568
2749,2022-07-26,0049,P13,175057,160,45
2748,2022-07-26,0049,P12,1384920,1061,314
2747,2022-07-26,0049,P11,349576,216,61
2746,2022-07-26,0049,P7,194601,101,38
2745,2022-07-26,0049,P6,1959416,1469,376
2744,2022-07-26,0049,P2,404505,298,73
2743,2022-07-26,0049,P1,285390,170,57
2729,2022-07-26,0040,P14,17542495,1181,618
2741,2022-07-26,0004,P10,0,0,0
2740,2022-07-26,0004,P9,484007,628,23
2739,2022-07-26,0004,P8,1379207,867,94
2738,2022-07-26,0004,P5,9909313,3890,587
2737,2022-07-26,0004,P4,0,0,0
2736,2022-07-26,0004,P13,465207,160,23
2735,2022-07-26,0004,P12,4269427,1061,160
2734,2022-07-26,0004,P11,1151920,216,34
2733,2022-07-26,0004,P7,480242,101,27
2732,2022-07-26,0004,P6,2926210,1469,167
2731,2022-07-26,0004,P2,985408,298,47
2742,2022-07-26,0004,P14,3799279,1181,178
2876,2022-07-29,0027,P7,584856,101,71
2877,2022-07-29,0027,P11,921460,218,106
2878,2022-07-29,0027,P12,2865955,1061,558
2879,2022-07-29,0027,P13,188527,160,84
